station,prov,year,annual
Tugaske,SK,1949,2.5
Tugaske,SK,1950,-0.3
Tugaske,SK,1951,-0.8
Tugaske,SK,1952,2.4
Tugaske,SK,1953,3.5
Tugaske,SK,1954,2.8
Tugaske,SK,1955,1
Tugaske,SK,1956,1.7
Tugaske,SK,1957,2.8
Tugaske,SK,1958,3.6
Tugaske,SK,1959,2.3
Tugaske,SK,1960,NA
Tugaske,SK,1961,3.3
Tugaske,SK,1962,3
Tugaske,SK,1963,3.5
Tugaske,SK,1964,2.7
Tugaske,SK,1965,0.8
Tugaske,SK,1966,1.5
Tugaske,SK,1967,1.9
Tugaske,SK,1968,2.9
Tugaske,SK,1969,1.3
Tugaske,SK,1970,1.1
Tugaske,SK,1971,2
Tugaske,SK,1972,1.2
Tugaske,SK,1973,3.1
Tugaske,SK,1974,2.1
Tugaske,SK,1975,1.9
Tugaske,SK,1976,3.5
Tugaske,SK,1977,3.1
Tugaske,SK,1978,1.3
Tugaske,SK,1979,2.2
Tugaske,SK,1980,3.6
Tugaske,SK,1981,5.1
Tugaske,SK,1982,1.2
Tugaske,SK,1983,3.3
Tugaske,SK,1984,3.5
Tugaske,SK,1985,2
Tugaske,SK,1986,4.2
Tugaske,SK,1987,6
Tugaske,SK,1988,4.6
Tugaske,SK,1989,2.7
Tugaske,SK,1990,3.7
Tugaske,SK,1991,4.2
Tugaske,SK,1992,NA
Tugaske,SK,1993,2.7
Tugaske,SK,1994,3.2
Tugaske,SK,1995,2.7
Tugaske,SK,1996,0.9
Tugaske,SK,1997,3.8
Tugaske,SK,1998,4.7
Tugaske,SK,1999,4.6
Tugaske,SK,2000,3.2
Tugaske,SK,2001,4.6
Tugaske,SK,2002,2.9
Tugaske,SK,2003,3.6
Tugaske,SK,2004,3.2
Tugaske,SK,2005,4
Tugaske,SK,2006,4.8
Tugaske,SK,2007,4
Tugaske,SK,2008,NA
Tugaske,SK,2009,NA
Watrous,SK,1953,NA
Watrous,SK,1954,1.2
Watrous,SK,1955,-0.4
Watrous,SK,1956,0.2
Watrous,SK,1957,0.9
Watrous,SK,1958,1.7
Watrous,SK,1959,1.5
Watrous,SK,1960,1.1
Watrous,SK,1961,1.9
Watrous,SK,1962,1.6
Watrous,SK,1963,2.1
Watrous,SK,1964,NA
Watrous,SK,1965,-0.4
Watrous,SK,1966,-0.2
Watrous,SK,1967,0.6
Watrous,SK,1968,1.7
Watrous,SK,1969,0.3
Watrous,SK,1970,0.1
Watrous,SK,1971,0.2
Watrous,SK,1972,-0.2
Watrous,SK,1973,1.7
Watrous,SK,1974,1
Watrous,SK,1975,1.1
Watrous,SK,1976,2.3
Watrous,SK,1977,2.3
Watrous,SK,1978,0.9
Watrous,SK,1979,0.3
Watrous,SK,1980,2.2
Watrous,SK,1981,3.8
Watrous,SK,1982,0.1
Watrous,SK,1983,1.7
Watrous,SK,1984,2.4
Watrous,SK,1985,0.6
Watrous,SK,1986,2.7
Watrous,SK,1987,4.7
Watrous,SK,1988,3.1
Watrous,SK,1989,1.5
Watrous,SK,1990,2.2
Watrous,SK,1991,2.6
Watrous,SK,1992,NA
Watrous,SK,1993,1.7
Watrous,SK,1994,1.9
Watrous,SK,1995,1.4
Watrous,SK,1996,-0.4
Watrous,SK,1997,2.4
Watrous,SK,1998,3.1
Watrous,SK,1999,3
Watrous,SK,2000,1.8
Watrous,SK,2001,3.1
Watrous,SK,2002,1.6
Watrous,SK,2003,2.1
Watrous,SK,2004,1.7
Watrous,SK,2005,2.5
Watrous,SK,2006,2.9
Watrous,SK,2007,2.3
Watrous,SK,2008,NA
Watrous,SK,2009,0.7
Watrous,SK,2010,NA
Watrous,SK,2011,2.2
Watrous,SK,2012,2.9
Watrous,SK,2013,0.5
Watrous,SK,2014,1
Watrous,SK,2015,3.5
Watrous,SK,2016,4.1
Watrous,SK,2017,3.2
Watrous,SK,2018,1.2
Watrous,SK,2019,0.9
Whitewood,SK,1915,1.9
Whitewood,SK,1916,-0.4
Whitewood,SK,1917,-0.4
Whitewood,SK,1918,1.6
Whitewood,SK,1919,0.8
Whitewood,SK,1920,1.6
Whitewood,SK,1921,2.4
Whitewood,SK,1922,1.7
Whitewood,SK,1923,1.6
Whitewood,SK,1924,0.8
Whitewood,SK,1925,1.5
Whitewood,SK,1926,1.7
Whitewood,SK,1927,0.1
Whitewood,SK,1928,2
Whitewood,SK,1929,0.3
Whitewood,SK,1930,NA
Whitewood,SK,1931,4.1
Whitewood,SK,1932,1.3
Whitewood,SK,1933,0.8
Whitewood,SK,1934,2.5
Whitewood,SK,1935,0.3
Whitewood,SK,1936,0.2
Whitewood,SK,1937,1.3
Whitewood,SK,1938,2.7
Whitewood,SK,1939,2.4
Whitewood,SK,1940,2.5
Whitewood,SK,1941,3.1
Whitewood,SK,1942,2.2
Whitewood,SK,1943,1.7
Whitewood,SK,1944,2.6
Whitewood,SK,1945,0.3
Whitewood,SK,1946,NA
Whitewood,SK,1947,1.8
Whitewood,SK,1948,1.5
Whitewood,SK,1949,1.7
Whitewood,SK,1950,-0.7
Whitewood,SK,1951,-0.1
Whitewood,SK,1952,2.8
Whitewood,SK,1953,3
Whitewood,SK,1954,NA
Whitewood,SK,1955,0.1
Whitewood,SK,1956,1.1
Whitewood,SK,1957,1.6
Whitewood,SK,1958,2.3
Whitewood,SK,1959,NA
Whitewood,SK,1960,2.1
Whitewood,SK,1961,2.8
Whitewood,SK,1962,2.1
Whitewood,SK,1963,2.7
Whitewood,SK,1964,1.7
Whitewood,SK,1965,0.7
Whitewood,SK,1966,NA
Whitewood,SK,1967,1.3
Whitewood,SK,1968,NA
Whitewood,SK,1969,NA
Whitewood,SK,1970,NA
Whitewood,SK,1971,NA
Whitewood,SK,1972,NA
Whitewood,SK,1973,NA
Whitewood,SK,1974,1.2
Whitewood,SK,1975,1.4
Whitewood,SK,1976,2.3
Whitewood,SK,1977,2.5
Whitewood,SK,1978,1.2
Whitewood,SK,1979,0.3
Whitewood,SK,1980,2.5
Whitewood,SK,1981,4.3
Whitewood,SK,1982,1
Whitewood,SK,1983,2.1
Whitewood,SK,1984,2.7
Whitewood,SK,1985,0.9
Whitewood,SK,1986,3.1
Whitewood,SK,1987,5.1
Whitewood,SK,1988,3.2
Whitewood,SK,1989,1.9
Whitewood,SK,1990,2.6
Whitewood,SK,1991,2.8
Whitewood,SK,1992,NA
Whitewood,SK,1993,1.8
Whitewood,SK,1994,2.3
Whitewood,SK,1995,1.5
Whitewood,SK,1996,0
Whitewood,SK,1997,2.8
Whitewood,SK,1998,3.6
Whitewood,SK,1999,3.6
Whitewood,SK,2000,2.2
Whitewood,SK,2001,3.3
Whitewood,SK,2002,2.1
Whitewood,SK,2003,2.4
Whitewood,SK,2004,2
Whitewood,SK,2005,2.9
Whitewood,SK,2006,4
Whitewood,SK,2007,NA
Whitewood,SK,2008,NA
Yellow Grass,SK,1911,NA
Yellow Grass,SK,1912,NA
Yellow Grass,SK,1913,NA
Yellow Grass,SK,1914,2.8
Yellow Grass,SK,1915,3
Yellow Grass,SK,1916,NA
Yellow Grass,SK,1917,NA
Yellow Grass,SK,1918,2.8
Yellow Grass,SK,1919,NA
Yellow Grass,SK,1920,NA
Yellow Grass,SK,1921,3.7
Yellow Grass,SK,1922,2.6
Yellow Grass,SK,1923,3.4
Yellow Grass,SK,1924,NA
Yellow Grass,SK,1925,2.7
Yellow Grass,SK,1926,NA
Yellow Grass,SK,1927,NA
Yellow Grass,SK,1928,3.2
Yellow Grass,SK,1929,1.8
Yellow Grass,SK,1930,NA
Yellow Grass,SK,1931,5.5
Yellow Grass,SK,1932,NA
Yellow Grass,SK,1933,2.9
Yellow Grass,SK,1934,4.4
Yellow Grass,SK,1935,NA
Yellow Grass,SK,1936,1.2
Yellow Grass,SK,1937,NA
Yellow Grass,SK,1938,3.6
Yellow Grass,SK,1939,3.2
Yellow Grass,SK,1940,2.6
Yellow Grass,SK,1941,3.2
Yellow Grass,SK,1942,3
Yellow Grass,SK,1943,NA
Yellow Grass,SK,1944,3.1
Yellow Grass,SK,1945,1.6
Yellow Grass,SK,1946,2.6
Yellow Grass,SK,1947,NA
Yellow Grass,SK,1948,2
Yellow Grass,SK,1949,2.4
Yellow Grass,SK,1950,NA
Yellow Grass,SK,1951,-0.3
Yellow Grass,SK,1952,NA
Yellow Grass,SK,1953,4
Yellow Grass,SK,1954,2.9
Yellow Grass,SK,1955,NA
Yellow Grass,SK,1956,1.6
Yellow Grass,SK,1957,2.9
Yellow Grass,SK,1958,3.4
Yellow Grass,SK,1959,2.7
Yellow Grass,SK,1960,2.5
Yellow Grass,SK,1961,3.3
Yellow Grass,SK,1962,3
Yellow Grass,SK,1963,3.8
Yellow Grass,SK,1964,2.7
Yellow Grass,SK,1965,1.3
Yellow Grass,SK,1966,1.8
Yellow Grass,SK,1967,2.6
Yellow Grass,SK,1968,2.9
Yellow Grass,SK,1969,1.9
Yellow Grass,SK,1970,1.4
Yellow Grass,SK,1971,2.3
Yellow Grass,SK,1972,1.7
Yellow Grass,SK,1973,NA
Yellow Grass,SK,1974,2.7
Yellow Grass,SK,1975,2.4
Yellow Grass,SK,1976,3.7
Yellow Grass,SK,1977,NA
Yellow Grass,SK,1978,NA
Yellow Grass,SK,1979,1.5
Yellow Grass,SK,1980,3.5
Yellow Grass,SK,1981,4.8
Yellow Grass,SK,1982,NA
Yellow Grass,SK,1983,3.2
Yellow Grass,SK,1984,3.8
Yellow Grass,SK,1985,NA
Yellow Grass,SK,1986,NA
Yellow Grass,SK,1987,NA
Yellow Grass,SK,1988,NA
Yellow Grass,SK,1989,NA
Yellow Grass,SK,1990,4.2
Yellow Grass,SK,1991,4.4
Yellow Grass,SK,1992,NA
Yellow Grass,SK,1993,2.8
Yellow Grass,SK,1994,3.1
Yellow Grass,SK,1995,2.9
Yellow Grass,SK,1996,0.7
Yellow Grass,SK,1997,3.8
Yellow Grass,SK,1998,4.9
Yellow Grass,SK,1999,4.9
Yellow Grass,SK,2000,3.4
Yellow Grass,SK,2001,4.3
Yellow Grass,SK,2002,2.9
Yellow Grass,SK,2003,3.2
Yellow Grass,SK,2004,2.8
Yellow Grass,SK,2005,4.4
Yellow Grass,SK,2006,5.5
Yellow Grass,SK,2007,NA
Yellow Grass,SK,2008,NA
Yellow Grass,SK,2009,2.2
Yellow Grass,SK,2010,3.8
Yellow Grass,SK,2011,4.2
Yellow Grass,SK,2012,5.4
Yellow Grass,SK,2013,2.6
Yellow Grass,SK,2014,2.8
Yellow Grass,SK,2015,5.6
Yellow Grass,SK,2016,6.2
Yellow Grass,SK,2017,4.2
Yellow Grass,SK,2018,NA
Yellow Grass,SK,2019,NA
Yorkton,SK,1941,NA
Yorkton,SK,1942,1.9
Yorkton,SK,1943,1.5
Yorkton,SK,1944,2.6
Yorkton,SK,1945,NA
Yorkton,SK,1946,1.4
Yorkton,SK,1947,NA
Yorkton,SK,1948,0.9
Yorkton,SK,1949,1.3
Yorkton,SK,1950,-1.4
Yorkton,SK,1951,-0.8
Yorkton,SK,1952,2.1
Yorkton,SK,1953,2.4
Yorkton,SK,1954,1.4
Yorkton,SK,1955,0.4
Yorkton,SK,1956,0.5
Yorkton,SK,1957,1.2
Yorkton,SK,1958,NA
Yorkton,SK,1959,1.5
Yorkton,SK,1960,1.5
Yorkton,SK,1961,2.2
Yorkton,SK,1962,1.6
Yorkton,SK,1963,2.5
Yorkton,SK,1964,1.2
Yorkton,SK,1965,-0.1
Yorkton,SK,1966,-0.3
Yorkton,SK,1967,0.7
Yorkton,SK,1968,1.5
Yorkton,SK,1969,1
Yorkton,SK,1970,0.5
Yorkton,SK,1971,0.8
Yorkton,SK,1972,-0.5
Yorkton,SK,1973,1.9
Yorkton,SK,1974,0.6
Yorkton,SK,1975,1.1
Yorkton,SK,1976,1.9
Yorkton,SK,1977,2.1
Yorkton,SK,1978,0.8
Yorkton,SK,1979,NA
Yorkton,SK,1980,2
Yorkton,SK,1981,4
Yorkton,SK,1982,0.3
Yorkton,SK,1983,1.3
Yorkton,SK,1984,2.1
Yorkton,SK,1985,0.3
Yorkton,SK,1986,2.3
Yorkton,SK,1987,4.5
Yorkton,SK,1988,2.5
Yorkton,SK,1989,1.1
Yorkton,SK,1990,1.7
Yorkton,SK,1991,1.9
Yorkton,SK,1992,1.6
Yorkton,SK,1993,1.6
Yorkton,SK,1994,1.7
Yorkton,SK,1995,0.9
Yorkton,SK,1996,-0.6
Yorkton,SK,1997,2.1
Yorkton,SK,1998,3.2
Yorkton,SK,1999,3.1
Yorkton,SK,2000,1.8
Yorkton,SK,2001,2.9
Yorkton,SK,2002,1.2
Yorkton,SK,2003,1.7
Yorkton,SK,2004,1.2
Yorkton,SK,2005,2.4
Yorkton,SK,2006,3
Yorkton,SK,2007,1.7
Yorkton,SK,2008,NA
Yorkton,SK,2009,NA
Yorkton,SK,2010,NA
Yorkton,SK,2011,2.7
Yorkton,SK,2012,3.2
Yorkton,SK,2013,0.7
Yorkton,SK,2014,0.7
Yorkton,SK,2015,3.4
Yorkton,SK,2016,4
Yorkton,SK,2017,2.8
Yorkton,SK,2018,1.3
Yorkton,SK,2019,0.9
Wynyard,SK,1939,NA
Wynyard,SK,1940,NA
Wynyard,SK,1941,NA
Wynyard,SK,1942,NA
Wynyard,SK,1943,NA
Wynyard,SK,1944,NA
Wynyard,SK,1945,NA
Wynyard,SK,1946,NA
Wynyard,SK,1947,NA
Wynyard,SK,1948,NA
Wynyard,SK,1949,NA
Wynyard,SK,1950,NA
Wynyard,SK,1951,NA
Wynyard,SK,1952,NA
Wynyard,SK,1953,NA
Wynyard,SK,1954,NA
Wynyard,SK,1955,NA
Wynyard,SK,1956,NA
Wynyard,SK,1957,NA
Wynyard,SK,1958,NA
Wynyard,SK,1959,NA
Wynyard,SK,1960,NA
Wynyard,SK,1961,NA
Wynyard,SK,1962,NA
Wynyard,SK,1963,NA
Wynyard,SK,1964,NA
Wynyard,SK,1965,0.2
Wynyard,SK,1966,0.2
Wynyard,SK,1967,1
Wynyard,SK,1968,2
Wynyard,SK,1969,1.2
Wynyard,SK,1970,0.9
Wynyard,SK,1971,1.3
Wynyard,SK,1972,-0.1
Wynyard,SK,1973,1.9
Wynyard,SK,1974,1.4
Wynyard,SK,1975,1.3
Wynyard,SK,1976,2.5
Wynyard,SK,1977,2.3
Wynyard,SK,1978,1
Wynyard,SK,1979,0.4
Wynyard,SK,1980,2.6
Wynyard,SK,1981,4.2
Wynyard,SK,1982,0.5
Wynyard,SK,1983,1.9
Wynyard,SK,1984,2.5
Wynyard,SK,1985,0.7
Wynyard,SK,1986,3
Wynyard,SK,1987,4.8
Wynyard,SK,1988,3
Wynyard,SK,1989,1.5
Wynyard,SK,1990,2
Wynyard,SK,1991,2.4
Wynyard,SK,1992,NA
Wynyard,SK,1993,2
Wynyard,SK,1994,2.1
Wynyard,SK,1995,1.3
Wynyard,SK,1996,-0.1
Wynyard,SK,1997,2.6
Wynyard,SK,1998,3.4
Wynyard,SK,1999,3.4
Wynyard,SK,2000,2
Wynyard,SK,2001,3.5
Wynyard,SK,2002,1.5
Wynyard,SK,2003,2.2
Wynyard,SK,2004,1.3
Wynyard,SK,2005,2.5
Wynyard,SK,2006,3.2
Wynyard,SK,2007,2
Wynyard,SK,2008,0.8
Wynyard,SK,2009,0.7
Wynyard,SK,2010,2.4
Wynyard,SK,2011,2.5
Wynyard,SK,2012,3
Wynyard,SK,2013,1
Wynyard,SK,2014,0.9
Wynyard,SK,2015,3.4
Wynyard,SK,2016,3.9
Wynyard,SK,2017,3
Wynyard,SK,2018,1.3
Wynyard,SK,2019,0.9
Weyburn,SK,1953,4.1
Weyburn,SK,1954,3.2
Weyburn,SK,1955,1.5
Weyburn,SK,1956,2.1
Weyburn,SK,1957,3
Weyburn,SK,1958,3.6
Weyburn,SK,1959,2.8
Weyburn,SK,1960,2.7
Weyburn,SK,1961,3.5
Weyburn,SK,1962,3.1
Weyburn,SK,1963,3.8
Weyburn,SK,1964,2.8
Weyburn,SK,1965,1.2
Weyburn,SK,1966,1.7
Weyburn,SK,1967,2.6
Weyburn,SK,1968,3.1
Weyburn,SK,1969,1.9
Weyburn,SK,1970,1.6
Weyburn,SK,1971,2.3
Weyburn,SK,1972,1.2
Weyburn,SK,1973,3.3
Weyburn,SK,1974,1.9
Weyburn,SK,1975,2
Weyburn,SK,1976,3
Weyburn,SK,1977,3.2
Weyburn,SK,1978,1.7
Weyburn,SK,1979,1.5
Weyburn,SK,1980,3.5
Weyburn,SK,1981,4.9
Weyburn,SK,1982,1.1
Weyburn,SK,1983,2.9
Weyburn,SK,1984,3.6
Weyburn,SK,1985,2
Weyburn,SK,1986,4.2
Weyburn,SK,1987,6.2
Weyburn,SK,1988,4.3
Weyburn,SK,1989,2.5
Weyburn,SK,1990,NA
Weyburn,SK,1991,4
Weyburn,SK,1992,NA
Weyburn,SK,1993,2.5
Weyburn,SK,1994,2.7
Weyburn,SK,1995,2.4
Weyburn,SK,1996,0.5
Weyburn,SK,1997,3.5
Weyburn,SK,1998,NA
Weyburn,SK,1999,4.3
Weyburn,SK,2000,3
Weyburn,SK,2001,4
Weyburn,SK,2002,3
Weyburn,SK,2003,3.3
Weyburn,SK,2004,3
Weyburn,SK,2005,3.8
Weyburn,SK,2006,4.9
Weyburn,SK,2007,4.1
Weyburn,SK,2008,2.9
Weyburn,SK,2009,1.8
Weyburn,SK,2010,3.7
Weyburn,SK,2011,3.9
Weyburn,SK,2012,4.8
Weyburn,SK,2013,1.8
Weyburn,SK,2014,2.1
Weyburn,SK,2015,4.7
Weyburn,SK,2016,5.4
Weyburn,SK,2017,4.1
Weyburn,SK,2018,2.4
Weyburn,SK,2019,2.1
Abbey,SK,1956,NA
Abbey,SK,1957,NA
Abbey,SK,1958,4.5
Abbey,SK,1959,3.6
Abbey,SK,1960,NA
Abbey,SK,1961,NA
Abbey,SK,1962,NA
Abbey,SK,1963,4.6
Abbey,SK,1964,NA
Abbey,SK,1965,2
Abbey,SK,1966,NA
Abbey,SK,1967,NA
Abbey,SK,1968,NA
Abbey,SK,1969,NA
Abbey,SK,1970,NA
Abbey,SK,1971,NA
Abbey,SK,1972,NA
Abbey,SK,1973,NA
Abbey,SK,1974,NA
Abbey,SK,1975,NA
Abbey,SK,1976,NA
Abbey,SK,1977,4.2
Abbey,SK,1978,2.6
Abbey,SK,1979,3
Abbey,SK,1980,4.1
Abbey,SK,1981,6
Abbey,SK,1982,2
Abbey,SK,1983,4.1
Abbey,SK,1984,4.2
Abbey,SK,1985,2.6
Abbey,SK,1986,5.1
Abbey,SK,1987,7.1
Abbey,SK,1988,5.7
Abbey,SK,1989,3.9
Abbey,SK,1990,5
Abbey,SK,1991,5.2
Abbey,SK,1992,5.2
Abbey,SK,1993,3.7
Abbey,SK,1994,4.4
Abbey,SK,1995,3.5
Abbey,SK,1996,1.9
Abbey,SK,1997,4.8
Abbey,SK,1998,5.9
Abbey,SK,1999,6
Abbey,SK,2000,4.2
Abbey,SK,2001,5.7
Abbey,SK,2002,3.8
Abbey,SK,2003,4.8
Abbey,SK,2004,4.6
Abbey,SK,2005,5.3
Abbey,SK,2006,NA
Abbey,SK,2007,NA
Abbey,SK,2008,NA
Aneroid,SK,1922,NA
Aneroid,SK,1923,4
Aneroid,SK,1924,2.2
Aneroid,SK,1925,3.2
Aneroid,SK,1926,4.4
Aneroid,SK,1927,1.7
Aneroid,SK,1928,4.6
Aneroid,SK,1929,2.9
Aneroid,SK,1930,4.8
Aneroid,SK,1931,6.4
Aneroid,SK,1932,3.9
Aneroid,SK,1933,NA
Aneroid,SK,1934,5.8
Aneroid,SK,1935,3.5
Aneroid,SK,1936,NA
Aneroid,SK,1937,3.9
Aneroid,SK,1938,5
Aneroid,SK,1939,4.8
Aneroid,SK,1940,4
Aneroid,SK,1941,NA
Aneroid,SK,1942,3.7
Aneroid,SK,1943,3.7
Aneroid,SK,1944,3.9
Aneroid,SK,1945,2.8
Aneroid,SK,1946,4.3
Aneroid,SK,1947,NA
Aneroid,SK,1948,3.4
Aneroid,SK,1949,3.7
Aneroid,SK,1950,0.9
Aneroid,SK,1951,NA
Aneroid,SK,1952,3.3
Aneroid,SK,1953,4.8
Aneroid,SK,1954,NA
Aneroid,SK,1955,2
Aneroid,SK,1956,3.1
Aneroid,SK,1957,3.8
Aneroid,SK,1958,NA
Aneroid,SK,1959,3.4
Aneroid,SK,1960,3.9
Aneroid,SK,1961,4.6
Aneroid,SK,1962,NA
Aneroid,SK,1963,4.8
Aneroid,SK,1964,3.6
Aneroid,SK,1965,NA
Aneroid,SK,1966,2.7
Aneroid,SK,1967,3
Aneroid,SK,1968,3.8
Aneroid,SK,1969,2.2
Aneroid,SK,1970,2.3
Aneroid,SK,1971,3.4
Aneroid,SK,1972,2.7
Aneroid,SK,1973,4.9
Aneroid,SK,1974,4.6
Aneroid,SK,1975,3.2
Aneroid,SK,1976,5.4
Aneroid,SK,1977,4.7
Aneroid,SK,1978,2.8
Aneroid,SK,1979,3
Aneroid,SK,1980,3.9
Aneroid,SK,1981,5.8
Aneroid,SK,1982,2.3
Aneroid,SK,1983,NA
Aneroid,SK,1984,4.9
Aneroid,SK,1985,3.5
Aneroid,SK,1986,5.7
Aneroid,SK,1987,NA
Aneroid,SK,1988,5.9
Aneroid,SK,1989,NA
Aneroid,SK,1990,4.9
Aneroid,SK,1991,5.3
Aneroid,SK,1992,5.2
Aneroid,SK,1993,3.8
Aneroid,SK,1994,NA
Aneroid,SK,1995,NA
Aneroid,SK,1996,NA
Aneroid,SK,1997,NA
Aneroid,SK,1998,NA
Aneroid,SK,1999,5.9
Aneroid,SK,2000,4.7
Aneroid,SK,2001,6
Aneroid,SK,2002,4
Aneroid,SK,2003,4.8
Aneroid,SK,2004,4.5
Aneroid,SK,2005,NA
Assiniboia,SK,1915,NA
Assiniboia,SK,1916,1.3
Assiniboia,SK,1917,1.6
Assiniboia,SK,1918,NA
Assiniboia,SK,1919,NA
Assiniboia,SK,1920,NA
Assiniboia,SK,1921,NA
Assiniboia,SK,1922,NA
Assiniboia,SK,1923,NA
Assiniboia,SK,1924,NA
Assiniboia,SK,1925,NA
Assiniboia,SK,1926,NA
Assiniboia,SK,1927,NA
Assiniboia,SK,1928,NA
Assiniboia,SK,1929,NA
Assiniboia,SK,1930,NA
Assiniboia,SK,1931,NA
Assiniboia,SK,1932,NA
Assiniboia,SK,1933,NA
Assiniboia,SK,1934,NA
Assiniboia,SK,1935,NA
Assiniboia,SK,1936,NA
Assiniboia,SK,1937,NA
Assiniboia,SK,1938,NA
Assiniboia,SK,1939,NA
Assiniboia,SK,1940,NA
Assiniboia,SK,1941,NA
Assiniboia,SK,1942,NA
Assiniboia,SK,1943,NA
Assiniboia,SK,1944,NA
Assiniboia,SK,1945,NA
Assiniboia,SK,1946,NA
Assiniboia,SK,1947,NA
Assiniboia,SK,1948,NA
Assiniboia,SK,1949,NA
Assiniboia,SK,1950,NA
Assiniboia,SK,1951,NA
Assiniboia,SK,1952,NA
Assiniboia,SK,1953,NA
Assiniboia,SK,1954,NA
Assiniboia,SK,1955,NA
Assiniboia,SK,1956,NA
Assiniboia,SK,1957,NA
Assiniboia,SK,1958,NA
Assiniboia,SK,1959,NA
Assiniboia,SK,1960,NA
Assiniboia,SK,1961,NA
Assiniboia,SK,1962,NA
Assiniboia,SK,1963,NA
Assiniboia,SK,1964,NA
Assiniboia,SK,1965,NA
Assiniboia,SK,1966,2.8
Assiniboia,SK,1967,3.3
Assiniboia,SK,1968,NA
Assiniboia,SK,1969,NA
Assiniboia,SK,1970,NA
Assiniboia,SK,1971,NA
Assiniboia,SK,1972,NA
Assiniboia,SK,1973,NA
Assiniboia,SK,1974,3.2
Assiniboia,SK,1975,2.4
Assiniboia,SK,1976,NA
Assiniboia,SK,1977,NA
Assiniboia,SK,1978,NA
Assiniboia,SK,1979,NA
Assiniboia,SK,1980,NA
Assiniboia,SK,1981,NA
Assiniboia,SK,1982,1.6
Assiniboia,SK,1983,3.9
Assiniboia,SK,1984,4
Assiniboia,SK,1985,2.7
Assiniboia,SK,1986,5.1
Assiniboia,SK,1987,6.7
Assiniboia,SK,1988,5.2
Assiniboia,SK,1989,3.2
Assiniboia,SK,1990,4.5
Assiniboia,SK,1991,4.8
Assiniboia,SK,1992,4.8
Assiniboia,SK,1993,3.3
Assiniboia,SK,1994,3.8
Assiniboia,SK,1995,NA
Assiniboia,SK,1996,1.6
Assiniboia,SK,1997,4.3
Assiniboia,SK,1998,5.4
Assiniboia,SK,1999,5.1
Assiniboia,SK,2000,3.7
Assiniboia,SK,2001,4.8
Assiniboia,SK,2002,3.2
Assiniboia,SK,2003,4
Assiniboia,SK,2004,3.6
Assiniboia,SK,2005,4.7
Assiniboia,SK,2006,5.5
Assiniboia,SK,2007,4.7
Assiniboia,SK,2008,3.5
Assiniboia,SK,2009,2.5
Assiniboia,SK,2010,NA
Assiniboia,SK,2011,4
Assiniboia,SK,2012,5.2
Assiniboia,SK,2013,2.9
Assiniboia,SK,2014,3.1
Assiniboia,SK,2015,5.3
Assiniboia,SK,2016,5.8
Assiniboia,SK,2017,4.5
Assiniboia,SK,2018,3.2
Assiniboia,SK,2019,NA
Beechy,SK,1926,4.5
Beechy,SK,1927,2.3
Beechy,SK,1928,4.9
Beechy,SK,1929,3.1
Beechy,SK,1930,5.1
Beechy,SK,1931,6.8
Beechy,SK,1932,3.5
Beechy,SK,1933,NA
Beechy,SK,1934,5
Beechy,SK,1935,2.1
Beechy,SK,1936,1.9
Beechy,SK,1937,2.6
Beechy,SK,1938,4.5
Beechy,SK,1939,4.4
Beechy,SK,1940,3.7
Beechy,SK,1941,4.4
Beechy,SK,1942,3.9
Beechy,SK,1943,3.7
Beechy,SK,1944,4.1
Beechy,SK,1945,NA
Beechy,SK,1946,NA
Beechy,SK,1947,NA
Beechy,SK,1948,NA
Beechy,SK,1949,NA
Beechy,SK,1950,NA
Beechy,SK,1951,0.3
Beechy,SK,1952,NA
Beechy,SK,1953,NA
Beechy,SK,1954,NA
Beechy,SK,1955,1.4
Beechy,SK,1956,NA
Beechy,SK,1957,3.1
Beechy,SK,1958,NA
Beechy,SK,1959,3.1
Beechy,SK,1960,3.2
Beechy,SK,1961,NA
Beechy,SK,1962,4
Beechy,SK,1963,4.5
Beechy,SK,1964,3.7
Beechy,SK,1965,1.7
Beechy,SK,1966,2.2
Beechy,SK,1967,2.7
Beechy,SK,1968,4
Beechy,SK,1969,1.9
Beechy,SK,1970,1.8
Beechy,SK,1971,2.5
Beechy,SK,1972,1.7
Beechy,SK,1973,3.8
Beechy,SK,1974,2.9
Beechy,SK,1975,2.2
Beechy,SK,1976,4.2
Beechy,SK,1977,3.7
Beechy,SK,1978,2.1
Beechy,SK,1979,2.9
Beechy,SK,1980,3.6
Beechy,SK,1981,5.6
Beechy,SK,1982,NA
Beechy,SK,1983,3.8
Beechy,SK,1984,3.8
Beechy,SK,1985,2.7
Beechy,SK,1986,4.9
Beechy,SK,1987,6.6
Beechy,SK,1988,5.3
Beechy,SK,1989,3.3
Beechy,SK,1990,4.1
Beechy,SK,1991,4.6
Beechy,SK,1992,4.5
Beechy,SK,1993,3.3
Beechy,SK,1994,3.7
Beechy,SK,1995,3
Beechy,SK,1996,1.5
Beechy,SK,1997,4.5
Beechy,SK,1998,5.4
Beechy,SK,1999,5.1
Beechy,SK,2000,3.6
Beechy,SK,2001,5.1
Beechy,SK,2002,3.2
Beechy,SK,2003,4.1
Beechy,SK,2004,3.9
Beechy,SK,2005,4.4
Beechy,SK,2006,5.1
Beechy,SK,2007,4.5
Beechy,SK,2008,3.3
Beechy,SK,2009,2.9
Beechy,SK,2010,4
Beechy,SK,2011,3.8
Beechy,SK,2012,4.7
