"station","prov","year","annual","flag_annual","winter","flag_winter","spring","flag_spring","summer","flag_summer","autumn","flag_autumn"
"TIMMINS","ON",1969,1.6," ",-12.6," ",-0.5," ",16.1," ",3," "
"TIMMINS","ON",1970,1.2," ",-16.2," ",-0.2," ",16.8," ",5.2," "
"TIMMINS","ON",1971,1.6," ",-16.2," ",-0.4," ",15.7," ",5.8," "
"TIMMINS","ON",1972,0," ",-15.5," ",-0.3," ",14.8," ",2.4," "
"TIMMINS","ON",1973,2.4," ",-15.6," ",2.7," ",17.5," ",4.5," "
"TIMMINS","ON",1974,0.7," ",-16.8," ",-1.2," ",16.5," ",2.5," "
"TIMMINS","ON",1975,1.9," ",-12.4," ",0.5," ",17.6," ",4," "
"TIMMINS","ON",1976,0.1," ",-16.6," ",0.1," ",17.1," ",1.6," "
"TIMMINS","ON",1977,2," ",-17.7," ",4.1," ",14.9," ",4.3," "
"TIMMINS","ON",1978,-0.1," ",-16.1," ",-0.3," ",14.5," ",2," "
"TIMMINS","ON",1979,NA,"M",-17.7," ",0.9," ",15.1," ",NA,"M"
"TIMMINS","ON",1980,0.4," ",-14.2," ",1.6," ",15.4," ",1.5," "
"TIMMINS","ON",1981,2.2," ",-14.9," ",1.3," ",16.5," ",3.1," "
"TIMMINS","ON",1982,0.8," ",-16.3," ",1," ",14.2," ",4.4," "
"TIMMINS","ON",1983,1.2," ",-13.1," ",-0.7," ",16.8," ",4.4," "
"TIMMINS","ON",1984,1.8," ",-15.7," ",0.5," ",16.2," ",4.1," "
"TIMMINS","ON",1985,0.5," ",-15.3," ",0.8," ",14.6," ",3.5," "
"TIMMINS","ON",1986,1.3," ",-16.7," ",2.8," ",14.5," ",1.6," "
"TIMMINS","ON",1987,2.9," ",-11.7," ",3.6," ",16," ",3.6," "
"TIMMINS","ON",1988,1.2," ",-14.6," ",1.1," ",16.6," ",4," "
"TIMMINS","ON",1989,0.2," ",-15.7," ",0.1," ",15.7," ",2.9," "
"TIMMINS","ON",1990,2.1," ",-15.8," ",1.7," ",15.9," ",3.6," "
"TIMMINS","ON",1991,2.3," ",-14.1," ",3," ",17," ",3.5," "
"TIMMINS","ON",1992,0.5," ",-14.8," ",-0.1," ",13.5," ",2.8," "
"TIMMINS","ON",1993,0.9," ",-15," ",1," ",16.5," ",1," "
"TIMMINS","ON",1994,1.5," ",-18.1," ",0.6," ",15.7," ",5.8," "
"TIMMINS","ON",1995,1.1," ",-12.2," ",0.5," ",17.5," ",1.7," "
"TIMMINS","ON",1996,0.8," ",-17.3," ",-1.9," ",16.5," ",4," "
"TIMMINS","ON",1997,0.9," ",-15.1," ",-1.3," ",16.4," ",3.5," "
"TIMMINS","ON",1998,3.4," ",-10.9," ",3.1," ",16.5," ",4.7," "
"TIMMINS","ON",1999,3.2," ",-12.7," ",3.1," ",17," ",4.9," "
"TIMMINS","ON",2000,1.9," ",-12.4," ",2.7," ",15," ",4.7," "
"TIMMINS","ON",2001,3.3,"E",-15.3," ",2.7," ",16.8," ",5.6," "
"TIMMINS","ON",2002,1.7," ",-11.2,"E",-0.8," ",16.9," ",2.8," "
"TIMMINS","ON",2003,1.4," ",-15.4," ",-0.4," ",16.4," ",4.9," "
"TIMMINS","ON",2004,1," ",-14.7," ",0.3," ",14.6," ",6," "
"TIMMINS","ON",2005,2.8," ",-15.2," ",1.6," ",18.3," ",5.4," "
"TIMMINS","ON",2006,3.6," ",-12.5," ",4.2," ",16.4," ",4.4," "
"TIMMINS","ON",2007,2.3," ",-12.9," ",2.2," ",16.5," ",5.2," "
"TIMMINS","ON",2008,1.8," ",-13.2," ",0.3," ",16.4," ",4.9," "
"TIMMINS","ON",2009,1.7," ",-16.3," ",0.4," ",15.4," ",6," "
"TIMMINS","ON",2010,4," ",-12.1," ",6," ",17.1," ",4.4," "
"TIMMINS","ON",2011,2.6,"E",-13.6," ",0.8," ",17.2," ",6.6,"E"
"TIMMINS","ON",2012,3.9,"a",-11,"E",4.2," ",17.4,"a",4.7,"a"
"TIMMINS","ON",2013,1.4,"a",-13.2,"a",0.6,"a",16.3,"a",4.4,"a"
"TIMMINS","ON",2014,0.7,"a",-17.4,"a",-1.3,"a",16,"a",3.1,"a"
"TIMMINS","ON",2015,2.3,"a",-17.2,"a",1,"a",16.8,"a",6.4,"a"
"TIMMINS","ON",2016,3.1,"a",-10.4,"a",0.9,"a",17,"a",7,"a"
"TIMMINS","ON",2017,2.5,"a",-10,"a",0.8,"a",15.3,"a",5.6,"a"
"MADAWASKA","ON",1916,3.8,"a",-9.1,"a",2,"a",17.1,"a",5.9,"a"
"MADAWASKA","ON",1917,1.6,"a",-13,"a",1.6,"a",16.2,"a",3.5,"a"
"MADAWASKA","ON",1918,3,"a",-14.4,"a",3.4,"a",14,"a",5.6,"a"
"MADAWASKA","ON",1919,3.7,"a",-8.9,"a",3.5,"a",16.1,"a",6.5,"a"
"MADAWASKA","ON",1920,3.1,"a",-14.9,"a",4.4,"a",14.6,"a",5.5,"a"
"MADAWASKA","ON",1921,4.9,"a",-7.1,"a",7.5,"a",15.6,"a",4,"a"
"MADAWASKA","ON",1922,2.5,"a",-11.5,"a",3.5,"a",15.1,"a",3.9,"a"
"MADAWASKA","ON",1923,2.7,"a",-13.2,"a",1.6,"a",14.4,"a",5.8,"a"
"MADAWASKA","ON",1924,2.5,"a",-9.7,"a",2.3,"a",15.3,"a",5.3,"a"
"MADAWASKA","ON",1925,3.3,"a",-11.3,"a",3,"a",15.9,"a",4.2,"a"
"MADAWASKA","ON",1926,1.8,"a",-10.2,"a",-0.3,"a",14.4,"a",4.3,"a"
"MADAWASKA","ON",1927,3.7,"a",-10.9,"a",3.3,"a",14.3,"a",6.8,"a"
"MADAWASKA","ON",1928,3.1,"a",-10.4,"a",1.1,"a",16,"a",5.3,"a"
"MADAWASKA","ON",1929,2.8,"a",-11.3,"a",3.4,"a",15,"a",5.6,"a"
"MADAWASKA","ON",1930,4.2,"a",-10.7,"a",3,"a",16.7,"a",6.7,"a"
"MADAWASKA","ON",1931,5.3,"a",-9.5,"a",4.4,"a",16.7,"a",8.9,"a"
"MADAWASKA","ON",1932,NA,"M",-6.4,"a",NA,"M",16.1,"a",5.7,"a"
"MADAWASKA","ON",1933,NA,"M",-6.9,"a",3.5,"a",NA,"M",3.6,"a"
"MADAWASKA","ON",1934,2.6,"a",-14.7,"a",2,"a",15.8,"a",7.1,"a"
"MADAWASKA","ON",1935,2.8,"a",-13.1,"a",2.4,"a",16.6,"a",5.2,"a"
"MADAWASKA","ON",1936,2.8,"a",-13.9,"a",3.3,"a",15.7,"a",4.5,"a"
"MADAWASKA","ON",1937,4.2,"a",-7.4,"a",2.6,"a",17,"a",5.4,"a"
"MADAWASKA","ON",1938,3.9,"a",-11.2,"a",3.6,"a",17.1,"a",5.4,"a"
"MADAWASKA","ON",1939,2.9,"a",-10.6,"a",1.2,"a",16.7,"a",4.1,"a"
"MADAWASKA","ON",1940,2.3,"a",-11.9,"a",1.2,"a",16.1,"a",4.3,"a"
"MADAWASKA","ON",1941,3.4," ",-11.7,"a",2.9," ",16.1," ",6.1," "
"MADAWASKA","ON",1942,3.8," ",-10.6," ",5.5," ",16.2," ",5.4," "
"MADAWASKA","ON",1943,2.6," ",-12.8," ",0.5," ",17.3," ",5.1," "
"MADAWASKA","ON",1944,4.1," ",-9.8," ",2.5," ",17.4," ",6.1," "
"MADAWASKA","ON",1945,3.7," ",-12.4," ",5.2," ",16.5," ",5.7," "
"MADAWASKA","ON",1946,4," ",-11.8," ",4.4," ",15.3," ",6.9," "
"MADAWASKA","ON",1947,3.3," ",-11.1," ",1.2," ",17.4," ",6.7," "
"MADAWASKA","ON",1948,3.9," ",-13.1," ",3," ",16.6," ",7.3," "
"MADAWASKA","ON",1949,4.5," ",-7.7," ",2.7," ",17.8," ",5.3," "
"MADAWASKA","ON",1950,3.3," ",-8.8," ",0.9," ",15.8," ",6," "
"MADAWASKA","ON",1951,NA,"M",NA,"M",4," ",15.5," ",5," "
"MADAWASKA","ON",1952,4.7," ",-9.1," ",3.2," ",17.4," ",6," "
"MADAWASKA","ON",1953,5.4," ",-6.7," ",4.5," ",16.9," ",7.1," "
"MADAWASKA","ON",1954,3.9," ",-8.6," ",2.7," ",16.3," ",6.5," "
"MADAWASKA","ON",1955,4.2," ",-11.1," ",4.2," ",18.3," ",6.2," "
"MADAWASKA","ON",1956,3.2," ",-10.5," ",0.3," ",15.6," ",5.8," "
"MADAWASKA","ON",1957,4.4," ",-9.5," ",3.9," ",16," ",6.5," "
"MADAWASKA","ON",1958,NA,"M",-9.7," ",4.5," ",15.1," ",7.1," "
"MADAWASKA","ON",1959,NA,"M",NA,"M",3," ",18.1," ",6.1," "
"MADAWASKA","ON",1960,3.9," ",-9.4," ",2.9," ",15.9," ",7.3," "
"MADAWASKA","ON",1961,4.2," ",-11.5," ",2.4," ",16.5," ",8.1," "
"MADAWASKA","ON",1962,NA,"M",-11.6," ",4.3," ",15.8," ",NA,"M"
"MADAWASKA","ON",1963,NA,"M",NA,"M",NA,"M",16.5," ",7.4," "
"MADAWASKA","ON",1964,4.6," ",-10.4," ",4.5," ",16.4," ",5.5," "
"MADAWASKA","ON",1965,3.3," ",-10.6," ",2," ",15.1," ",6," "
"MADAWASKA","ON",1966,3.9," ",-8.8," ",2.6," ",17," ",6.1," "
"MADAWASKA","ON",1967,3.3," ",-10.7," ",1.4," ",17," ",4.9," "
"MADAWASKA","ON",1968,3.5," ",-11.7," ",4.3," ",16.2," ",6.5," "
"MADAWASKA","ON",1969,3.9," ",-10.3," ",2.5," ",16.7," ",6.4," "
"MADAWASKA","ON",1970,3," ",-13.3," ",2.4," ",16.8," ",6.8," "
"MADAWASKA","ON",1971,3.8," ",-12.9," ",1.7," ",16.3," ",8.1," "
"MADAWASKA","ON",1972,2.7," ",-10.6," ",1.1," ",16.2," ",4.8," "
"MADAWASKA","ON",1973,4.9,"E",-10.8," ",4.9,"E",18.3," ",6.6," "
"MADAWASKA","ON",1974,3.4," ",-11.2," ",2.3," ",16.5," ",4.8," "
"MADAWASKA","ON",1975,4.1," ",-7.9," ",2.3," ",17.4," ",6.8," "
"MADAWASKA","ON",1976,3," ",-11.8," ",3.7," ",17," ",3.9," "
"MADAWASKA","ON",1977,4.1," ",-12.6," ",5.8," ",16.5," ",5.7," "
"MADAWASKA","ON",1978,2.8," ",-13.4," ",2.2," ",16.6," ",5," "
"MADAWASKA","ON",1979,4," ",-12.8," ",4.7," ",16.8," ",6.6," "
"MADAWASKA","ON",1980,3.1," ",-9.6," ",4," ",16.4," ",4.3," "
"MADAWASKA","ON",1981,4.1," ",-12.2," ",4.2," ",16.9," ",5," "
"MADAWASKA","ON",1982,3.2,"E",-12.4," ",2.8," ",15.2," ",6.5,"E"
"MADAWASKA","ON",1983,3.7,"E",-8.1,"E",2.5," ",17.1," ",5.6,"E"
"MADAWASKA","ON",1984,4.1,"E",-10.5," ",1.1,"E",17.1,"E",6.3,"E"
"MADAWASKA","ON",1985,3.4,"E",-9.6,"E",3.5," ",15.4," ",6.5," "
"MADAWASKA","ON",1986,4.3,"E",-11.4,"E",5.6," ",16," ",5.4," "
"MADAWASKA","ON",1987,5.1,"E",-8.9,"E",5.6,"E",17.6," ",5.8,"E"
"MADAWASKA","ON",1988,4.3,"E",-8.8,"E",4,"E",17.8,"E",5.8,"E"
"MADAWASKA","ON",1989,2.7,"E",-10.2,"E",1.8,"E",17.2," ",5.2," "
"MADAWASKA","ON",1990,4.6,"E",-11.5," ",3.5,"E",17," ",5.6,"E"
"MADAWASKA","ON",1991,5.1,"E",-9.3," ",6.1,"E",17.8,"E",6.1,"E"
"MADAWASKA","ON",1992,3,"E",-10.3,"E",1.3," ",15.2," ",5.1," "
"MADAWASKA","ON",1993,3.9,"E",-10.5," ",3.7,"E",17.8," ",5,"E"
"MADAWASKA","ON",1994,3.9," ",-13.4,"E",3.6," ",17.2," ",7.4," "
"MADAWASKA","ON",1995,4,"E",-8.7," ",3.5," ",18.1,"E",5.1," "
"MADAWASKA","ON",1996,3.9,"E",-11.8,"E",1.8,"E",17.1," ",5.8,"E"
"MADAWASKA","ON",1997,3.6,"E",-8.5,"E",1.5," ",17,"E",5.6," "
"MADAWASKA","ON",1998,6.4,"E",-6.5,"E",6.1,"E",17.4," ",7.4,"E"
"MADAWASKA","ON",1999,5.9,"E",-7.9,"E",4.5,"E",19.2," ",8.1," "
"MADAWASKA","ON",2000,NA,"M",NA,"M",5.8,"E",16.8,"E",6.6,"E"
"MADAWASKA","ON",2001,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M"
"MADAWASKA","ON",2002,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M"
"MADAWASKA","ON",2003,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M"
"MADAWASKA","ON",2004,NA,"M",NA,"M",NA,"M",NA,"M",6.4," "
"MADAWASKA","ON",2005,3.7,"E",-11.7," ",1.1,"E",18.1," ",6.9,"E"
"MADAWASKA","ON",2006,4.8,"E",-9.5," ",4," ",16.8,"E",5.8," "
"MADAWASKA","ON",2007,3.4,"E",-9.5," ",3,"E",16.2," ",6.2,"E"
"MADAWASKA","ON",2008,3.2,"E",-10.2," ",1.6," ",16.6," ",4.9,"E"
"MADAWASKA","ON",2009,3.2,"E",-11.7," ",3," ",15.5," ",5.9," "
"MADAWASKA","ON",2010,NA,"M",-9.4,"E",6.7," ",17.2,"E",6.4,"E"
"MADAWASKA","ON",2011,NA,"M",NA,"M",NA,"M",17.4," ",8.1,"E"
"MADAWASKA","ON",2012,NA,"M",NA,"M",NA,"M",17.6," ",NA,"M"
"MADAWASKA","ON",2013,NA,"M",NA,"M",NA,"M",16.9,"E",NA,"M"
"MADAWASKA","ON",2014,NA,"M",NA,"M",1.3,"E",16.3,"E",5.7," "
"MADAWASKA","ON",2015,3.9,"E",-13.7,"E",2.8," ",16.7,"E",7.7," "
"MADAWASKA","ON",2016,4.6," ",-7.2," ",2.5," ",17.7," ",7.5," "
"MADAWASKA","ON",2017,4.1," ",-7.4," ",2.1," ",16.3," ",7.1," "
"NORTH BAY","ON",1926,2.3,"a",-10.8,"a",-0.8,"a",16.1,"a",5.1,"a"
"NORTH BAY","ON",1927,NA,"M",-11.5,"a",3.9,"a",15.7,"a",NA,"M"
"NORTH BAY","ON",1928,3.6,"a",-11.2,"a",1.4,"a",17.4,"a",5.7,"a"
"NORTH BAY","ON",1929,3.1,"a",-11.5,"a",3.3,"a",16.4,"a",6,"a"
"NORTH BAY","ON",1930,NA,"M",-11.2,"a",3.3,"a",17.9,"a",NA,"M"
"NORTH BAY","ON",1931,5.6,"a",-10,"a",4.4,"a",18.3,"a",9.1,"a"
"NORTH BAY","ON",1932,4.8,"a",-6.7,"a",2.3,"a",17.9,"a",6.1,"a"
"NORTH BAY","ON",1933,4,"a",-8,"a",3.9,"a",18.7,"a",4.3,"a"
"NORTH BAY","ON",1934,2.9,"a",-15.6,"a",1.7,"a",17.1,"a",7.3,"a"
"NORTH BAY","ON",1935,NA,"M",-13.3,"a",NA,"M",18.4,"a",NA,"M"
"NORTH BAY","ON",1936,3.3,"a",-14.4,"a",3.1,"a",17.4,"a",5.1,"a"
"NORTH BAY","ON",1937,5.3,"a",-7.4,"a",3.5,"a",19.6,"a",6.4,"a"
"NORTH BAY","ON",1938,4.6,"a",-11.7,"a",4,"a",18.5,"a",7,"a"
"NORTH BAY","ON",1939,3,"a",-11.1,"a",0.5," ",17.8," ",4.8," "
"NORTH BAY","ON",1940,2.4," ",-11.8," ",0.8," ",16.4," ",4.5," "
"NORTH BAY","ON",1941,3.8," ",-11.4," ",3," ",17.4," ",6.1," "
"NORTH BAY","ON",1942,3.8," ",-11," ",4.7," ",17.1," ",5.7," "
"NORTH BAY","ON",1943,2.6," ",-13," ",-0.1," ",17.6," ",5.4," "
"NORTH BAY","ON",1944,4.1," ",-10," ",1.9," ",18.1," ",6.3," "
"NORTH BAY","ON",1945,3.5," ",-12.2," ",4.6," ",16.9," ",5.4," "
"NORTH BAY","ON",1946,3.9," ",-13.3," ",4.3," ",16.4," ",7.2," "
"NORTH BAY","ON",1947,3.5," ",-11.5," ",0.7," ",18," ",7.4," "
"NORTH BAY","ON",1948,3.9," ",-13.3," ",2.4," ",17.3," ",8," "
"NORTH BAY","ON",1949,4.3," ",-8.9," ",2," ",18.7," ",5.5," "
"NORTH BAY","ON",1950,2.9," ",-9.6," ",0.6," ",15.7," ",5.7," "
"NORTH BAY","ON",1951,3.6," ",-10.6," ",4," ",16.2," ",4.6," "
"NORTH BAY","ON",1952,4.5," ",-10.1," ",2.9," ",18.1," ",6," "
"NORTH BAY","ON",1953,5.3," ",-8.1," ",3.8," ",17.7," ",7.8," "
"NORTH BAY","ON",1954,3.6," ",-9.3," ",2," ",16.6," ",6.1," "
"NORTH BAY","ON",1955,4.5," ",-10.7," ",4," ",19.6," ",6.1," "
"NORTH BAY","ON",1956,3.1," ",-11.1," ",0.2," ",16.5," ",6," "
"NORTH BAY","ON",1957,4.1," ",-10.9," ",3.2," ",16.7," ",6.4," "
"NORTH BAY","ON",1958,3.6," ",-10.1," ",4.4," ",15.6," ",6.7," "
"NORTH BAY","ON",1959,3.7," ",-13.7," ",2.8," ",18.5," ",5.1," "
"NORTH BAY","ON",1960,3.9," ",-9.3," ",2.3," ",16.6," ",7.1," "
"NORTH BAY","ON",1961,4.3,"a",-11.3," ",2.2," ",16.8,"a",8.1,"a"
"NORTH BAY","ON",1962,3.9,"a",-11.8,"a",4.5,"a",17.5,"a",6,"a"
"NORTH BAY","ON",1963,3.6,"a",-12.7,"a",2.5,"a",17.8,"a",8.2,"a"
"NORTH BAY","ON",1964,4.4,"a",-10.2,"a",3.7,"a",16.6,"a",5.9,"a"
"NORTH BAY","ON",1965,3.2,"a",-11.4,"a",2.8,"a",15.3,"a",5.1,"a"
"NORTH BAY","ON",1966,3.7,"a",-9.4,"a",2,"a",17.7,"a",5.8,"a"
"NORTH BAY","ON",1967,3.4,"a",-11.1,"a",1.1,"a",17.3,"a",5.4,"a"
"NORTH BAY","ON",1968,4,"a",-11.4,"a",4.7,"a",16.4,"a",7.3,"a"
"NORTH BAY","ON",1969,3.9,"a",-9.5,"a",2.1,"a",17.1,"a",5.9,"a"
"NORTH BAY","ON",1970,3.4,"a",-12.8,"a",2.2,"a",17.5,"a",7,"a"
"NORTH BAY","ON",1971,4.1,"a",-12.1,"a",2.2,"a",16.9,"a",8.3,"a"
"NORTH BAY","ON",1972,2.7,"a",-10.6,"a",1.4,"a",16.2,"a",4.7,"a"
"NORTH BAY","ON",1973,4.8,"a",-10.9,"a",4.8,"a",18.4,"a",6.6,"a"
"NORTH BAY","ON",1974,3.3,"a",-11.4,"a",1.5,"a",17.3,"a",4.5,"a"
"NORTH BAY","ON",1975,4.5,"a",-8.1,"a",2.8,"a",18.4,"a",6.7,"a"
"NORTH BAY","ON",1976,3,"a",-11.7,"a",3.1,"a",17.9,"a",3.9,"a"
"NORTH BAY","ON",1977,4.1,"a",-13.5,"a",5.9,"a",16.4,"a",6.1,"a"
"NORTH BAY","ON",1978,3.2,"a",-12.5,"a",2.6,"a",17,"a",5.4,"a"
"NORTH BAY","ON",1979,3.9,"a",-12.7,"a",4.3,"a",17.2,"a",6.1,"a"
"NORTH BAY","ON",1980,3,"a",-10.4,"a",3.8,"a",16.7,"a",4.1,"a"
"NORTH BAY","ON",1981,4.4,"a",-11.4,"a",3.7,"a",17.9,"a",5.3,"a"
"NORTH BAY","ON",1982,3.9,"a",-11.9,"a",3.4,"a",16,"a",7,"a"
"NORTH BAY","ON",1983,4.6,"a",-7.5,"a",2.8,"a",18.8,"a",6.9,"a"
"NORTH BAY","ON",1984,4.4,"a",-10.7,"a",2.6,"a",17.5,"a",6.4,"a"
"NORTH BAY","ON",1985,3.4,"a",-10.5,"a",3,"a",16.1,"a",6.5,"a"
"NORTH BAY","ON",1986,3.9,"a",-11.9,"a",5,"a",16,"a",4.6,"a"
"NORTH BAY","ON",1987,5.3,"a",-8.7,"a",5.7,"a",18.1,"a",5.8,"a"
"NORTH BAY","ON",1988,4.2,"a",-9.5,"a",3.6,"a",18.3,"a",5.9,"a"
"NORTH BAY","ON",1989,3.1,"a",-10.5,"a",2.1,"a",17.8,"a",5.4,"a"
"NORTH BAY","ON",1990,5,"a",-11.1,"a",4,"a",17.7,"a",6,"a"
"NORTH BAY","ON",1991,5.1,"a",-9.1,"a",5.5,"a",18.8,"a",5.8,"a"
"NORTH BAY","ON",1992,3,"a",-10.8,"a",1.5,"a",15.3,"a",5.3,"a"
"NORTH BAY","ON",1993,3.9,"a",-10.3,"a",3.6,"a",18.5,"a",4.2,"a"
"NORTH BAY","ON",1994,3.9,"a",-13.8,"a",3.2,"a",17.4,"a",7.7,"a"
"NORTH BAY","ON",1995,4,"a",-8.7,"a",3.3,"a",19,"a",4.7,"a"
"NORTH BAY","ON",1996,3.7,"a",-12.3,"a",1.4,"a",17.8,"a",5.9,"a"
"NORTH BAY","ON",1997,3.6,"a",-10.2,"a",1.2,"a",17.9,"a",5.9,"a"
"NORTH BAY","ON",1998,6.6,"a",-6.6,"a",6.6,"a",18.4,"a",7.2,"a"
"NORTH BAY","ON",1999,5.8,"a",-7.8,"a",5.4,"a",18.6,"a",7.4,"a"
"NORTH BAY","ON",2000,4.3,"a",-8.9,"a",5.2,"a",16.7,"a",6.5,"a"
"NORTH BAY","ON",2001,5.8,"a",-11.2,"a",4.6,"a",18.7,"a",7.9,"a"
"NORTH BAY","ON",2002,4.8,"a",-6.3,"a",2.1,"a",18.7,"a",6.1,"a"
"NORTH BAY","ON",2003,4.1,"a",-11.9,"a",2.5,"a",18.3,"a",7.2,"a"
"NORTH BAY","ON",2004,4,"a",-10.9,"a",3.6,"a",16.7,"a",7.9,"a"
"NORTH BAY","ON",2005,5.5,"a",-10.8,"a",3.7,"a",20.2,"a",8.1,"a"
"NORTH BAY","ON",2006,5.8,"a",-8.7,"a",5.4,"a",18.6,"a",6.4,"a"
"NORTH BAY","ON",2007,5,"a",-9.2,"a",4.3,"a",18.4,"a",8,"a"
"NORTH BAY","ON",2008,4.6,"a",-9,"a",3.4,"a",18,"a",6.5,"a"
"NORTH BAY","ON",2009,4.3,"a",-11.4,"a",3.6,"a",17,"a",7.4,"a"
"NORTH BAY","ON",2010,6.1,"a",-9.1,"a",8.1,"a",18.8,"a",6.6,"a"
"NORTH BAY","ON",2011,5.5,"a",-10.4,"a",3.5,"a",19,"a",8.9,"a"
"NORTH BAY","ON",2012,6.4,"a",-7.1,"a",6.9,"a",19.2,"a",6.7,"a"
"NORTH BAY","ON",2013,3.8,"a",-9.2,"a",3.5,"a",17.3,"a",5.8,"a"
"NORTH BAY","ON",2014,NA,"M",-13.4,"a",1.1,"a",NA,"M",NA,"M"
"GORE BAY","ON",1917,NA,"M",NA,"M",2.2,"a",16.6,"a",5.7,"a"
"GORE BAY","ON",1918,4.4,"a",-12.5,"a",3.3,"a",16.5,"a",7.7,"a"
"GORE BAY","ON",1919,5.9,"a",-5.1,"a",3.6,"a",19.1,"a",7.7,"a"
"GORE BAY","ON",1920,4.7,"a",-11.7,"a",2.5,"a",17.1,"a",9.2,"a"
"GORE BAY","ON",1921,6.9,"a",-5.5,"a",5.9,"a",19.3,"a",8.3,"a"
"GORE BAY","ON",1922,5.4,"a",-7.8,"a",4.6,"a",16.8,"a",8.3,"a"
"GORE BAY","ON",1923,4.5,"a",-9.3,"a",0.1,"a",17.4,"a",8.1,"a"
"GORE BAY","ON",1924,4.1,"a",-7.8,"a",2.3,"a",16.2,"a",7.9,"a"
"GORE BAY","ON",1925,5,"a",-8,"a",3.7,"a",17.2,"a",6.5,"a"
"GORE BAY","ON",1926,3.6,"a",-7.9,"a",0.1,"a",16.4,"a",6.3,"a"
"GORE BAY","ON",1927,5.3,"a",-8.2,"a",4.4,"a",15.8,"a",8.7,"a"
"GORE BAY","ON",1928,NA,"M",-7.6,"a",1.5,"a",16.9,"a",NA,"M"
"GORE BAY","ON",1929,NA,"M",-8.6,"a",3.1,"a",15.8,"a",NA,"M"
"GORE BAY","ON",1930,NA,"M",-9.2,"a",NA,"M",NA,"M",NA,"M"
"GORE BAY","ON",1931,NA,"M",-6.9,"a",3.8,"a",18.2,"a",NA,"M"
"GORE BAY","ON",1932,NA,"M",-3.8,"a",2,"a",NA,"M",NA,"M"
"GORE BAY","ON",1933,NA,"M",-6.2,"a",NA,"M",17.7,"a",NA,"M"
"GORE BAY","ON",1934,NA,"M",-10.5,"a",2,"a",NA,"M",8.3,"a"
"GORE BAY","ON",1935,4.5,"a",-9.8,"a",2.9,"a",18.1,"a",6.9,"a"
"GORE BAY","ON",1936,4,"a",-10.7,"a",2.6,"a",17.2,"a",5.6,"a"
"GORE BAY","ON",1937,5.4,"a",-5.9,"a",3,"a",18.4,"a",6.8,"a"
"GORE BAY","ON",1938,5.7,"a",-8.5,"a",4.1,"a",18.3,"a",8.1,"a"
"GORE BAY","ON",1939,5,"a",-7.8,"a",2,"a",17.9,"a",7.4,"a"
"GORE BAY","ON",1940,4.5,"a",-7.5,"a",2.1,"a",17,"a",7.2,"a"
"GORE BAY","ON",1941,5.3,"a",-8.7,"a",3.5,"a",17.7,"a",8.3,"a"
"GORE BAY","ON",1942,5.1,"a",-7.9,"a",4.7,"a",17.2,"a",7.7,"a"
"GORE BAY","ON",1943,NA,"M",-9.8,"a",NA,"M",17.5,"a",NA,"M"
"GORE BAY","ON",1944,5.5,"a",-6.4,"a",2.5,"a",17.6,"a",7.7,"a"
"GORE BAY","ON",1945,4.9,"a",-9.1,"a",5.1,"a",17.1,"a",7.1,"a"
"GORE BAY","ON",1946,5.7,"a",-8.7,"a",5.4,"a",16.8,"a",8.4,"a"
"GORE BAY","ON",1947,NA,"M",-7.4,"a",1.7,"a",NA,"M",9.8," "
"GORE BAY","ON",1948,6," ",-8.9," ",3.4," ",18.6," ",10.1," "
"GORE BAY","ON",1949,6.5," ",-5.2," ",3.9," ",19.4," ",8.1," "
"GORE BAY","ON",1950,4.5," ",-6.5," ",1.3," ",16.3," ",7.6," "
"GORE BAY","ON",1951,5.1," ",-7.8," ",4.6," ",17.1," ",6.5," "
"GORE BAY","ON",1952,6.1," ",-7.1," ",3.7," ",18.1," ",8.1," "
"GORE BAY","ON",1953,6.8," ",-4.8," ",4.4," ",18.3," ",9.7," "
"GORE BAY","ON",1954,5.2," ",-6," ",1.9," ",17.6," ",8.3," "
"GORE BAY","ON",1955,6.3," ",-7.6," ",4.6," ",20.6," ",8.1," "
"GORE BAY","ON",1956,4.5," ",-8.5," ",0.8," ",17.1," ",7.6," "
"GORE BAY","ON",1957,5.4," ",-8.1," ",3.8," ",17.2," ",8.2," "
"GORE BAY","ON",1958,5.1," ",-7.3," ",4.5," ",16.5," ",8.8," "
"GORE BAY","ON",1959,5," ",-10.7," ",3," ",19.1," ",6.8," "
"GORE BAY","ON",1960,4.9," ",-7.2," ",2," ",16.8," ",9," "
"GORE BAY","ON",1961,5.6,"a",-8.8," ",3.2," ",17.4,"a",9.6,"a"
"GORE BAY","ON",1962,5.1,"a",-9.5,"a",4.1,"a",17.8,"a",8.2,"a"
"GORE BAY","ON",1963,4.9,"a",-10.9,"a",3,"a",18,"a",10.3,"a"
"GORE BAY","ON",1964,5.9,"a",-6.9,"a",4.1,"a",17.4,"a",8.2,"a"
"GORE BAY","ON",1965,4.8,"a",-8.5,"a",2.4,"a",16.3,"a",7.4,"a"
"GORE BAY","ON",1966,5.5,"a",-6.5,"a",3.4,"a",18.6,"a",8,"a"
"GORE BAY","ON",1967,4.8,"a",-8.3,"a",2.1,"a",17.4,"a",7.4,"a"
